"title","year","authors","affiliations","journal","citations","keywords","affiliation_missing","source","doi"
"Prominent corneal nerves: A novel sign of lipoid proteinosis","2012","Al-Faky Y.H.; Bosley T.M.; Al-Turki T.; Salih M.A.M.; Abu-Amero K.K.; Alsuhaibani A.H.","Ophthalmology Department, College of Medicine, King Saud University, Riyadh 11411, PO Box 245, Saudi Arabia; King Saud Medical City, Riyadh, Saudi Arabia; Department of Pediatrics (Neurology), College of Medicine, King Saud University, Riyadh, Saudi Arabia","British Journal of Ophthalmology","5","","False","Scopus","10.1136/bjophthalmol-2012-301617"
"Rhegmatogenous retinal detachment after LASIK for myopia of up to -10 diopters: 10 years of follow-up","2012","Arevalo J.F.; Lasave A.F.; Torres F.; Suarez E.","Wilmer Eye Institute, Johns Hopkins University School of Medicine, Baltimore, MD, United States; Vitreoretinal Division, King Khaled Eye Specialist Hospital, Riyadh 11462, Al-Oruba Street, Saudi Arabia; Retina and Vitreous Service, Clinica Oftalmologica Centro Caracas, Caracas, Venezuela; Centro Medico Docente la Trinidad, Caracas, Venezuela","Graefe's Archive for Clinical and Experimental Ophthalmology","25","-10 Diopters; Laser-assisted in situ keratomileusis; LASIK; Myopia; Rhegmatogenous retinal detachment; Ten years of follow-up","False","Scopus","10.1007/s00417-011-1907-2"
"Effect of processing methods for transmission electron microscopy on corneal collagen fibrils diameter and spacing","2012","Akhtar S.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia","Microscopy Research and Technique","9","Cuprolinic blue; Glutaraldehyde; Osmium tetroxide; Sodium acetate buffer; Spurr's resin","False","Scopus","10.1002/jemt.22083"
"A novel mutation in PRDM5 in brittle cornea syndrome","2012","Aldahmesh M.A.; Mohamed J.Y.; Alkuraya F.S.","Department of Genetics, King Faisal Specialist Hospital and Research Center, Riyadh, Saudi Arabia; Department of Pediatrics, King Khalid University Hospital and College of Medicine, King Saud University, Riyadh, Saudi Arabia; Department of Anatomy and Cell Biology, College of Medicine, Alfaisal University, Riyadh, Saudi Arabia","Clinical Genetics","23","","False","Scopus","10.1111/j.1399-0004.2011.01808.x"
"Efficacy, predictability, and safety of laser-assisted subepithelial keratectomy for the treatment of myopia and myopic astigmatism","2012","Al-Tobaigy F.","Department of Ophthalmology, College of Medicine, Jazan University, Jazan, PO. Box 114, Saudi Arabia","Middle East African Journal of Ophthalmology","11","Laser-Assisted Subepithelial Keratectomy; Myopia; Myopic Astigmatism","False","Scopus","10.4103/0974-9233.97931"
"Glaucoma and corneal transplant procedures","2012","Al-Mahmood A.M.; Al-Swailem S.A.; Edward D.P.","Department of Ophthalmology, Ministry of Health, Manama 12, Bahrain; Division of Anterior Segment, King Khaled Eye Specialists Hospital, Riyadh 11462, Saudi Arabia; Wilmer Eye Institute, Johns Hopkins University, School of Medicine, Baltimore, MD 21287, United States","Journal of Ophthalmology","35","","False","Scopus","10.1155/2012/576394"
"Pellucid corneal marginal degeneration: A review","2011","Jinabhai A.; Radhakrishnan H.; O'Donnell C.","The University of Manchester, England, United Kingdom","Contact Lens and Anterior Eye","81","Clinical features; Differential diagnosis; Histopathology; Management; PMD","False","Scopus","10.1016/j.clae.2010.11.007"
"Conditions that can be mistaken as early childhood glaucoma","2011","Khan A.O.","King Khaled Eye Specialist Hospital, Pediatric Ophthalmology, Riyadh, 11462, PO Box 7191, Saudi Arabia","Ophthalmic Genetics","28","buphthalmos; congenital hereditary endothelial dystrophy; developmental glaucoma; infantile glaucoma; pediatric glaucoma; primary congenital glaucoma","False","Scopus","10.3109/13816810.2010.544363"
"Corneal ectasia following LASIK","2011","Tabbara KF.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2011.05.002"
"Corneal collagen crosslinking in the treatment of infectious keratitis","2011","Anwar H.M.; El-Danasoury A.M.; Hashem A.N.","Magrabi Eye Hospital, Jeddah, Saudi Arabia","Clinical Ophthalmology","60","CCL; Riboflavin; UVA","False","Scopus","10.2147/opth.s24532"
"Anterior chamber depth in normal subjects by rotating scheimpflug imaging","2011","Feng MT, Belin MW, Ambrósio R Jr, Grewal SP, Yan W, Shaheen MS, McGhee C, Maeda N, Neuhann TH, Burkhard Dick H, Alageel SA, Steinmueller A.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2011.04.005"
"Comparison of the precision of the Topcon SP-3000P specular microscope and an ultrasound pachymeter","2011","Almubrad T.M.; Osuagwu U.L.; AlAbbadi I.; Ogbuehi K.C.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia","Clinical Ophthalmology","33","Cornea; Repeatability coefficient; Reproducibility coefficient; Topcon SP-3000P; Ultrasound pachymetry","False","Scopus","10.2147/OPTH.S21247"
"Late onset corneal ectasia after LASIK surgery","2011","Said A, Hamade IH, Tabbara KF.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2011.05.003"
"Ophthalmic genetics: Moving forward","2011","Abu-Amero K.K.","Department of Ophthalmology, College of Medicine, King Saud University, Riyadh 11411, P. O. Box 245, Saudi Arabia","Middle East African Journal of Ophthalmology","0","","False","Scopus","10.4103/0974-9233.75875"
"A novel C2orf37 mutation causes the first Italian cases of Woodhouse Sakati syndrome","2010","Steindl K.L.; Alazami A.M.; Bhatia K.P.; Wuerfel J.T.; Petersen D.; Cartolari R.; Neri G.; Klein C.; Mongiardo B.; Alkuraya F.S.; Schneider S.A.","Medical Genetics, osp. Belcolle, Viterbo, Italy; Università Cattolica del Sacro Cuore, Institute of Medical Genetics, Rome, Italy; Developmental Genetics, Department of Genetics, King Faisal Specialist Hospital and Research Center, Riyadh, Saudi Arabia; Sobell Department of Motor Neuroscience and Movement Disorders, Institute of Neurology, Queen Square, London WC1N 3BG, United Kingdom; Institute of Neuroradiology, Viterbo, Italy; Neuroimaging Unit, osp. Belcolle, Viterbo, Italy; Section of Clinical and Molecular Neurogenetics at the Department of Neurology, University of Lübeck, Lübeck, Germany","Clinical Genetics","24","","False","Scopus","10.1111/j.1399-0004.2010.01447.x"
"Optical and topographic changes in keratoconus after implantation of ferrara intracorneal ring segments","2010","Hamdi I.M.","Ophthalmology Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt; Cornea and Refractive Surgery Department, Magrabi Eye and Ear Center, Jeddah, Saudi Arabia","Journal of Refractive Surgery","12","","False","Scopus","10.3928/1081597X-20100114-05"
"Effect of the direct application of riboflavin and UVA on the visian implantable collamer lens","2010","Hafezi F.; Majo F.; El Danasoury A.M.","Institute for Refractive and Ophthalmic Surgery (IROC), 8002 Zurich, Stockerstrasse 37, Switzerland; Hôpital Ophtalmique Jules Gonin, Lausanne, Switzerland; Refractive Surgery and Cornea Unit, Magrabi Eye and Ear Hospital, Jeddah, Saudi Arabia; Department of STAAR Surgical, Nidau, Switzerland","Journal of Refractive Surgery","5","","False","Scopus","10.3928/1081597X-20100415-01"
"Amyloid corneal deposition in corneal buttons of congenital hereditary endothelial dystrophy (CHED) - A clinical and histopathological case series","2010","Al-Shehah A.; Al-Rajhi A.; Alkatan H.","Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Pathology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Saudi Journal of Ophthalmology","4","Amyloid deposits; Congenital hereditary endothelial dystrophy; Subepithelial amyloidosis","False","Scopus","10.1016/j.sjopt.2010.06.001"
"Corneal collagen cross-linking: Promises and problems","2010","Abdelghaffar W.; Hantera M.; Elsabagh H.","Benha University, Benha, Egypt; Maghrabi Centre, Dammam, Saudi Arabia","British Journal of Ophthalmology","9","","False","Scopus","10.1136/bjo.2010.188342"
"Topical ganciclovir in the treatment of acute herpetic keratitis","2010","Tabbara K.F.; Al Balushi N.","The Eye Center and The Eye Foundation for Research in Ophthalmology, Riyadh, Saudi Arabia; Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia; The Wilmer Ophthalmological Institute, Johns Hopkins University School of Medicine, Baltimore, MD, United States","Clinical Ophthalmology","45","Acyclovir; Cornea; Ganciclovir; Herpes simplex; Herpetic keratitis","False","Scopus","10.2147/opth.s8666"
"Vernal keratoconjunctivitis: A major review","2009","Kumar S.","Department of Ophthalmology, Mohammad Dossary Hospital, Al Khobar 31952, PO Box 335, Saudi Arabia; Department of Ophthalmology, Mohammad Dossary Hospital, Al Khobar, Saudi Arabia","Acta Ophthalmologica","178","Chemokine; Cytokine; Eosinophil; Immunoglobulin; Interleukin; Mast cell; T helper cell; Vernal keratoconjunctivitis","False","Scopus","10.1111/j.1755-3768.2008.01347.x"
"Corneal decompensation in recessive cornea plana","2009","Khan A.O.; Aldahmesh M.A.; Al-Gehedan S.; Meyer B.F.; Alkuraya F.S.","Division of Pediatric Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Genetics, King Faisal Specialist Hospital Research Center, Riyadh, Saudi Arabia; Division of Anterior Segment, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Pediatrics, King Khaled University Hospital, King Saud University, Riyadh, Saudi Arabia; Department of Anatomy and Cell Biology, College of Medicine, Alfaisal University, Riyadh, Saudi Arabia","Ophthalmic Genetics","11","Cornea plana; Corneal decompensation; Endothelial cell; KERA","False","Scopus","10.1080/13816810902937084"
"Profile of central corneal thickness in diabetics with and without dry eye in a Saudi population","2009","Oriowo O.M.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia","Optometry","16","Central corneal thickness; Diabetics; Dry eye; Schirmer tear test; Tear break-up time; Ultrasound pachymetry","False","Scopus","10.1016/j.optm.2008.12.008"
"3D collagen orientation study of the human cornea using X-ray diffraction and femtosecond laser technology","2009","Abahussin M.; Hayes S.; Cartwright N.E.K.; Kamma-Lorger C.S.; Khan Y.; Marshall J.; Meek K.M.","School of Optometry and Vision Sciences, Cardiff University, Cardiff, United Kingdom; Optometry Department, College of Applied Medical Science, King Saud University, Riyadh, Saudi Arabia; The Rayne Institute, St. Thomas' Hospital, London, United Kingdom","Investigative Ophthalmology and Visual Science","145","","False","Scopus","10.1167/iovs.09-3669"
"Axis alignment and rotational stability after implantation of the toric implantable collamer lens for myopic astigmatism.","2009","Hashem A.N.; El Danasoury A.M.; Anwar H.M.","Magrabi Eye &amp; Ear Center, Jeddah, Saudi Arabia","Journal of refractive surgery (Thorofare, N.J. : 1995)","47","","False","Scopus","10.3928/1081597x-20090915-08"
"Deep anterior lamellar Keratoplasty","2009","Al-Kharashi SA, Al-Obailan MM, Almohaimeed M, Al-Torbak AA.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2009.10.004"
"Comparison of central corneal thickness measurements by Pentacam, noncontact specular microscope, and ultrasound pachymetry in normal and post-LASIK eyes","2009","Al-Ageel S.; Al-Muammar A.M.","Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia","Saudi Journal of Ophthalmology","29","Central corneal thickness; Noncontact specular microscopy; Pentacam; Scheimpflug camera; Ultrasound pachymetry","False","Scopus","10.1016/j.sjopt.2009.10.002"
"Customized aspheric treatment zone ablation to treat irregular corneas after corneal refractive surgery.","2009","El Danasoury A.M.; Bains H.S.","Magrabi Eye &amp; Ear Hospital, Jeddah, Saudi Arabia","Journal of refractive surgery (Thorofare, N.J. : 1995)","4","","False","Scopus","10.3928/1081597x-20090915-03"
"NIDEK optimized prolate ablation for the treatment of myopia with and without astigmatism.","2009","El Danasoury A.M.","Magrabi Eye and Ear Hospital, Jeddah, Saudi Arabia","Journal of refractive surgery (Thorofare, N.J. : 1995)","7","","False","Scopus","10.3928/1081597x-20090115-11"
"Infantile corneal myxoma","2008","Khan A.O.; Al-Katan H.; Al-Gehedan S.","Division of Pediatric Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Division of Pathology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Division of Anterior Segment, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Journal of AAPOS","4","","False","Scopus","10.1016/j.jaapos.2007.11.016"
"Myxoma of the cornea","2008","Alkatan H.; Al-Arfaj K.","Pathology and Laboratory Medicine Department, King Khaled Eye Specialist Hospital, Riyadh 11462, PO Box 7191, Saudi Arabia; Department of Ophthalmology, King Fahad University, Al-Khobar, Saudi Arabia","Annals of Saudi Medicine","8","","False","Scopus","10.5144/0256-4947.2008.297"
"Immunochemical localization of keratan sulfate proteoglycans in cornea, sclera, and limbus using a keratanase-generated neoepitope monoclonal antibody","2008","Akhtar S.; Kerr B.C.; Hayes A.J.; Hughes C.E.; Meek K.M.; Caterson B.","School of Optometry and Vision Sciences, Cardiff University, Cardiff, United Kingdom; School of Biosciences, Cardiff University, Cardiff, United Kingdom; Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh 11433, PO Box 1019, Saudi Arabia","Investigative Ophthalmology and Visual Science","23","","False","Scopus","10.1167/iovs.06-1498"
"Comparison between central corneal thickness measurements by oculus pentacam and ultrasonic pachymetry","2008","Al-Mezaine H.S.; Al-Amro S.A.; Kangave D.; Sadaawy A.; Wehaib T.A.; Al-Obeidan S.","Department of Ophthalmology, College of Medicine, King Saud University, Riyadh 11321, PO Box 230387, Saudi Arabia; Diabetes Research Center, College of Medicine, King Saud University, Riyadh 11321, PO Box 230387, Saudi Arabia; The Eye Consultants Center, Riyadh, Saudi Arabia","International Ophthalmology","63","Agreement; Corneal thickness; Pachymetry; Pentacam; Ultrasound","False","Scopus","10.1007/s10792-007-9143-9"
"Ultrastructural analysis of collagen fibrils and proteoglycans in keratoconus","2008","Akhtar S.; Bron A.J.; Salvi S.M.; Hawksworth N.R.; Tuft S.J.; Meek K.M.","School of Optometry and Vision Sciences, Cardiff University, Cardiff, United Kingdom; Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh 11433, PO Box 1019, Saudi Arabia; Nuffield Laboratory of Ophthalmology, Oxford University, Oxford, United Kingdom; Department of Ophthalmology, Royal Glamorgan Hospital, Llantrisant, United Kingdom; Department of Clinical Ophthalmology, Moorfields Eye Hospital, London, United Kingdom","Acta Ophthalmologica","109","Collagen fibril; Keratoconus; Proteoglycans","False","Scopus","10.1111/j.1755-3768.2007.01142.x"
